,original_label,score_x,twitter_id,Comments_x,MR1_label,score_y,Comments_y,MR2_label,score,Comments
828,m,0.7642855048179626,2044346394,Follow me to the doctors office ,POS,0.9758394956588745,"Follow me to the doctors office @DawnDelRusso Thanks, sweetie! ",POS,0.9573859572410583,"Follow me to the doctors office @DawnDelRusso Thanks, sweetie! @HumpNinja I cry my asian eyes to sleep at night "
829,p,0.9894022941589355,2044346520,@cakesofamy it was brilliant on so many levels ,POS,0.9891641736030579,"@cakesofamy it was brilliant on so many levels Yay, scored great Pink seats.  Section 124 row 2! http://www.wachoviacenter.com/seating/images/pink.jpg",POS,0.9803177118301392,"@cakesofamy it was brilliant on so many levels Yay, scored great Pink seats.  Section 124 row 2! http://www.wachoviacenter.com/seating/images/pink.jpgis strangely sad about LiLo and SamRo breaking up. "
830,p,0.990022599697113,2044346523,@DonnieWahlberg Always following but don't think I'll make it from Scotland!!  Keep having a blast-I'm loving this ride xx,POS,0.9924691319465637,@DonnieWahlberg Always following but don't think I'll make it from Scotland!!  Keep having a blast-I'm loving this ride xx@srvwiz Thanks for that! Very kind  #FollowFriday,POS,0.9836185574531555,"@DonnieWahlberg Always following but don't think I'll make it from Scotland!!  Keep having a blast-I'm loving this ride xx@srvwiz Thanks for that! Very kind  #FollowFriday@Knights_ No, no notice. They told me I'd be working tomorrow, and then I called the agency to follow up and they said it was over. "
831,p,0.9698641300201416,2044346540,Last night was awesome. Little Joy is heartbreaking good.  @loverlypaula and @misskaito,POS,0.988986611366272,Last night was awesome. Little Joy is heartbreaking good.  @loverlypaula and @misskaitois looking forward to the weekend ahead ,POS,0.9820564985275269,Last night was awesome. Little Joy is heartbreaking good.  @loverlypaula and @misskaitois looking forward to the weekend ahead Time to move my posterior  and lose some fat. My articulation are creaking so no more running  but IÃ¯Â¿Â½m drool for some swimming
832,n,0.840974748134613,2044346556,@PNemiroff Same here... watched them many times... and they've made paranoid of even crossing the street! ,POS,0.7545333504676819,"@PNemiroff Same here... watched them many times... and they've made paranoid of even crossing the street! On a lighter note, its friday! And I get to hang out with my Goddaughter tonight! ",NEG,0.567227303981781,"@PNemiroff Same here... watched them many times... and they've made paranoid of even crossing the street! On a lighter note, its friday! And I get to hang out with my Goddaughter tonight! Why oh why was the Red Sox game rained out? I was so looking forward to opening day "
833,p,0.9817824959754944,2044346564,"@glamorousjo Congrats Team Illingworth! Welcome to Nashville, Harry! Probably already thinking about doing this whole thing again, huh? ",POS,0.9894400238990784,"@glamorousjo Congrats Team Illingworth! Welcome to Nashville, Harry! Probably already thinking about doing this whole thing again, huh? There's a World Naked Bike Ride Day even! We should make all awareness days official holidays. I am for everything that promotes goodwill ",POS,0.9674931764602661,"@glamorousjo Congrats Team Illingworth! Welcome to Nashville, Harry! Probably already thinking about doing this whole thing again, huh? There's a World Naked Bike Ride Day even! We should make all awareness days official holidays. I am for everything that promotes goodwill Is pissed off that there's no ASBA's for a radio station. "
834,p,0.9473418593406677,2044346648,@QCF2 I miss chatting to u guys.. i shud get on the chat mre often...i will do once my essays and stuff are over.... chat 2 u guys soon ,POS,0.9892877340316772,@QCF2 I miss chatting to u guys.. i shud get on the chat mre often...i will do once my essays and stuff are over.... chat 2 u guys soon Love is the reason. Spread the word. ,POS,0.8169722557067871,"@QCF2 I miss chatting to u guys.. i shud get on the chat mre often...i will do once my essays and stuff are over.... chat 2 u guys soon Love is the reason. Spread the word. still sick. feeling a bit better, got some new medicine.... hope I feel good after a night of sleep. ohh, and it's suppose to snow! WTF! "
835,m,0.913718044757843,2044346674,writing and then seeing the hangover with my momma  maybe gym later on.,POS,0.9681150913238525,writing and then seeing the hangover with my momma  maybe gym later on.@YoungQ Morning Rob!!  Blessings and have a great day too!! ,POS,0.9533324837684631,writing and then seeing the hangover with my momma  maybe gym later on.@YoungQ Morning Rob!!  Blessings and have a great day too!! @jillianfish tweet something damn it!  and hang out with me please? 
836,p,0.974881649017334,2044346692,@yulianasari night! sweet dreams ,POS,0.9744662642478943,@yulianasari night! sweet dreams i'm goin down to d members-only private lounge now to surf d webbie. heard bfast wud be awesome tmr. i &lt;3 their croissants n lil kebabs ,POS,0.8924034833908081,@yulianasari night! sweet dreams i'm goin down to d members-only private lounge now to surf d webbie. heard bfast wud be awesome tmr. i &lt;3 their croissants n lil kebabs @exmoorjane yuck! that food put me right off my tea and biscuits 
837,p,0.7150193452835083,2044346707,Greetings from the piano bench  (photo) http://twitpic.com/6oe8i,POS,0.9925209283828735,Greetings from the piano bench  (photo) http://twitpic.com/6oe8iI am thankful for today...for my family and friends and my life! I am just thankful! ,POS,0.9853559136390686,"Greetings from the piano bench  (photo) http://twitpic.com/6oe8iI am thankful for today...for my family and friends and my life! I am just thankful! @andywana Not sure what they are, only that they are PoS! As much as I want to, I dont think can trade away company assets sorry andy! "
838,n,0.983470618724823,2044346741,"Yep he's eating it !!! The dirty bastard ,,, right gotta look busy 4 the last 45 mins !!! Later y'all in out this bitch  lovin ya work",NEG,0.8929367661476135,"Yep he's eating it !!! The dirty bastard ,,, right gotta look busy 4 the last 45 mins !!! Later y'all in out this bitch  lovin ya work@cromnac I think I have the right Cormack! It was really nice meeting you ",NEG,0.7772923111915588,"Yep he's eating it !!! The dirty bastard ,,, right gotta look busy 4 the last 45 mins !!! Later y'all in out this bitch  lovin ya work@cromnac I think I have the right Cormack! It was really nice meeting you sleep soon... i just hate saying bye and see you tomorrow for the night. "
839,m,0.6957502365112305,2044346795,@24Lakers7 Good morning   Just here waiting 2have my coffee. Late start this morning...just got home from dropping off kids.,POS,0.5441060066223145,"@24Lakers7 Good morning   Just here waiting 2have my coffee. Late start this morning...just got home from dropping off kids.@mandy_payne I like upside down best  with the harness to make me feel secure, lol",NEU,0.7091255784034729,"@24Lakers7 Good morning   Just here waiting 2have my coffee. Late start this morning...just got home from dropping off kids.@mandy_payne I like upside down best  with the harness to make me feel secure, lol@Brodhe geez ur no fun are you "
840,n,0.934396505355835,2044346822,@RacingComm  and this person works for ISC???  uuuuuhhhhh..........     ,NEG,0.6854380369186401,@RacingComm  and this person works for ISC???  uuuuuhhhhh..........     poor socks  luvvvvv the golden retriever!! I want one sighhhh,NEG,0.6434997320175171,@RacingComm  and this person works for ISC???  uuuuuhhhhh..........     poor socks  luvvvvv the golden retriever!! I want one sighhhhgotta do my cooking assignment  its too hard
841,m,0.7334408760070801,2044346938,First friday tonight  anybody wanna go?,POS,0.9904370903968811,First friday tonight  anybody wanna go?@geeneeyes the good part is .... it only gets better ,POS,0.9775763154029846,"First friday tonight  anybody wanna go?@geeneeyes the good part is .... it only gets better just woke up from the most vivid, sketchy, not-cool dreams of my life. time to stare at the wall with the lights on. "
842,p,0.9917348623275757,2044346967,the packing begins!!!!!! feeling good ,POS,0.990739107131958,the packing begins!!!!!! feeling good @katortiz  Not forever... See you soon!,NEG,0.7749398946762085,the packing begins!!!!!! feeling good @katortiz  Not forever... See you soon!Wish I had all the XBLM downloads all on the gamertag 'Hitokyri'. This 5 gamertag thing is nonsense... and I'm tired of it 
843,p,0.8139728307723999,2044346970,@TKWatson1 I aim to please ,POS,0.8991733193397522,@TKWatson1 I aim to please Need a hug ,NEG,0.8397632241249084,@TKWatson1 I aim to please Need a hug @penndbad send me the DVD cos I have missed out on heaps  NOT happy about that!
844,m,0.8426374793052673,2044346989,@JenOlson519 yeah I thought of that but I think we're gonna order w/o trying on cuz of vacation etc. ,POS,0.9147199988365173,"@JenOlson519 yeah I thought of that but I think we're gonna order w/o trying on cuz of vacation etc. @DonnieWahlberg Oh how I wish I could be there!! BUT I still have hope for an after party in HOUSTON!! Last concert, u gott do it! ",NEU,0.6144459843635559,"@JenOlson519 yeah I thought of that but I think we're gonna order w/o trying on cuz of vacation etc. @DonnieWahlberg Oh how I wish I could be there!! BUT I still have hope for an after party in HOUSTON!! Last concert, u gott do it! @Gailporter You're just getting carried away now! All this fluff has gone to your head! "
845,p,0.985943078994751,2044347008,@hochmann LOL!  I need to laugh...thank you.,POS,0.9893920421600342,@hochmann LOL!  I need to laugh...thank you.It's refreshing listening to Radio 3 whilst at work... at a radio station... ,NEG,0.6559300422668457,@hochmann LOL!  I need to laugh...thank you.It's refreshing listening to Radio 3 whilst at work... at a radio station... is upset that he can't update his Facebook by texting it... and might cry as a result  School today also. Blah!
846,p,0.582085132598877,2044347023,im looking forward to the new season of the hills  i've always hated kristin ,POS,0.9786525964736938,im looking forward to the new season of the hills  i've always hated kristin @ifpetscouldtype I suspect that walks with you guys are as much fun as tweeting with U  Enjoy!,POS,0.6104088425636292,"im looking forward to the new season of the hills  i've always hated kristin @ifpetscouldtype I suspect that walks with you guys are as much fun as tweeting with U  Enjoy!Sadly though, I've never gotten to experience the post coitus cigarette before, and now I never will. "
847,p,0.9799622297286987,2044347033,10pm again tnite but holliberries booked. Can't wait ,POS,0.8934693932533264,"10pm again tnite but holliberries booked. Can't wait @Appomattox_News Thank you! However, I hate to be on the same list that includes 2 convicts.  ",POS,0.4404122531414032,"10pm again tnite but holliberries booked. Can't wait @Appomattox_News Thank you! However, I hate to be on the same list that includes 2 convicts.  One more week of waking up at 7. "
848,p,0.9589598774909973,2044347090,@lazyman1965 - Working out and tracking for a a year! That's incredible. Ha! The irony in your name ,POS,0.9859814643859863,"@lazyman1965 - Working out and tracking for a a year! That's incredible. Ha! The irony in your name @slunicko Wow, awesome find. Now to play around with this ",POS,0.8672682642936707,"@lazyman1965 - Working out and tracking for a a year! That's incredible. Ha! The irony in your name @slunicko Wow, awesome find. Now to play around with this might be getting a sore throat again "
849,p,0.5358274579048157,2044347100,@chelsea_playboy I'm coming to Sydney in October...we'll have to go dancing ,POS,0.9672867655754089,@chelsea_playboy I'm coming to Sydney in October...we'll have to go dancing here's mii follow friday  follow @LiLg3m1n1 @FLyGUy2800 @ashleyjanae @bjayjones @Yung_Cordi &amp;&amp;&amp; @gegebaybee &lt;- the best out of all yee!,NEG,0.9315783977508545,"@chelsea_playboy I'm coming to Sydney in October...we'll have to go dancing here's mii follow friday  follow @LiLg3m1n1 @FLyGUy2800 @ashleyjanae @bjayjones @Yung_Cordi &amp;&amp;&amp; @gegebaybee &lt;- the best out of all yee!Late night snack, glass of OJ b/c I'm &quot;down with the sickness&quot;, then back to sleep...ugh I hate getting sick... "
850,p,0.9924888610839844,2044347120,"Hi @livingdollshop Ummm, I'm not too proud to say I'm swooning with your follow.  Looking fwd to your tweets!",POS,0.9921028017997742,"Hi @livingdollshop Ummm, I'm not too proud to say I'm swooning with your follow.  Looking fwd to your tweets!anyone know a cost-effective,dynamic young copywriter who may be willing to barter services? I love helping fellow young entrepreneurs  !",POS,0.9902085065841675,"Hi @livingdollshop Ummm, I'm not too proud to say I'm swooning with your follow.  Looking fwd to your tweets!anyone know a cost-effective,dynamic young copywriter who may be willing to barter services? I love helping fellow young entrepreneurs  !yea it is so quiet around here cuz everyone has to work im bored to death with nobody to talk to "
851,p,0.9467582702636719,2044347364,@greekstroll Thanks! ,POS,0.9911713004112244,@greekstroll Thanks! @scarletkristi Love you too! ,POS,0.9821990132331848,"@greekstroll Thanks! @scarletkristi Love you too! coolershakes earlier, now feel even more sick, but fish and chips later "
852,p,0.9645049571990967,2044347393,@exhilarating take care. should be cheerful coz you're the lucky one. ,POS,0.987654983997345,@exhilarating take care. should be cheerful coz you're the lucky one. Back from the library. Logan was a very good boy and caused his mommy no stress at all ,POS,0.6898988485336304,@exhilarating take care. should be cheerful coz you're the lucky one. Back from the library. Logan was a very good boy and caused his mommy no stress at all @jdarter Oh! Haha... dude I dont really look at em unless someone says HEY I ADDED YOU. Sorry  I'm so terrible at that. I need a pop up!
853,m,0.9668940901756287,2044347517,"Do you know about the t-shirt, @michellefeldman?  http://www.getsababa.com/girls.html",POS,0.8684373497962952,"Do you know about the t-shirt, @michellefeldman?  http://www.getsababa.com/girls.htmli'm goin down to d members-only private lounge now to surf d webbie. heard bfast wud be awesome tmr. i &lt;3 their croissants n lil kebabs ",NEG,0.7588639855384827,"Do you know about the t-shirt, @michellefeldman?  http://www.getsababa.com/girls.htmli'm goin down to d members-only private lounge now to surf d webbie. heard bfast wud be awesome tmr. i &lt;3 their croissants n lil kebabs had a blast at the Getty Villa, but hates that she's had a sore throat all day. It's just getting worse too "
854,n,0.5565969347953796,2044347542,"@kyliecross An OB/GYN once told me that pregnancy lasts one month too long. After four, I can say I definitely agree! Yes, in Boston. ",NEU,0.6436153650283813,"@kyliecross An OB/GYN once told me that pregnancy lasts one month too long. After four, I can say I definitely agree! Yes, in Boston. @downwithdesign Very tempting indeed ",NEG,0.4865700602531433,"@kyliecross An OB/GYN once told me that pregnancy lasts one month too long. After four, I can say I definitely agree! Yes, in Boston. @downwithdesign Very tempting indeed I hate when I have to call and wake people up "
855,m,0.9231024980545044,2044347543,7 10 split.. hard core style.  http://bit.ly/11jgWv,POS,0.8369174003601074,7 10 split.. hard core style.  http://bit.ly/11jgWvHad a nice run  Now for Optometrist :/,NEU,0.47704190015792847,7 10 split.. hard core style.  http://bit.ly/11jgWvHad a nice run  Now for Optometrist :/@alydesigns i was out most of the day so didn't get much done 
856,p,0.9762862920761108,2044381389,here's mii follow friday  follow @LiLg3m1n1 @FLyGUy2800 @ashleyjanae @bjayjones @Yung_Cordi &amp;&amp;&amp; @gegebaybee &lt;- the best out of all yee!,POS,0.9917323589324951,"here's mii follow friday  follow @LiLg3m1n1 @FLyGUy2800 @ashleyjanae @bjayjones @Yung_Cordi &amp;&amp;&amp; @gegebaybee &lt;- the best out of all yee!@debbieskerten how lovely! Reminds me,  am getting a Norfolk fix soon. Heading to North Norfolk before week in Centre Parcs - can't wait. ",POS,0.9922175407409668,"here's mii follow friday  follow @LiLg3m1n1 @FLyGUy2800 @ashleyjanae @bjayjones @Yung_Cordi &amp;&amp;&amp; @gegebaybee &lt;- the best out of all yee!@debbieskerten how lovely! Reminds me,  am getting a Norfolk fix soon. Heading to North Norfolk before week in Centre Parcs - can't wait. Hanging in Crooners. Wanna sing. Can't. Sucks. "
857,p,0.9924939870834351,2044381407,@opentheharbors sweet...thanks for sharing   sometimes I forget just how amazing He is &amp; the things He's said to us!,POS,0.9920834302902222,@opentheharbors sweet...thanks for sharing   sometimes I forget just how amazing He is &amp; the things He's said to us!@Viennah Yay! I'm happy for you with your job! But that also means less time for me and you... ,POS,0.9480890035629272,@opentheharbors sweet...thanks for sharing   sometimes I forget just how amazing He is &amp; the things He's said to us!@Viennah Yay! I'm happy for you with your job! But that also means less time for me and you... I'm so upset that I missed my chat and quiz online because my free internet has ceased 
858,p,0.9891485571861267,2044381410,@DNicestDyme LOL it was worth it hahaha it looks very pretty ,POS,0.9919081330299377,@DNicestDyme LOL it was worth it hahaha it looks very pretty @michaelawarren you'll get there too one day MW   You're too talented not to! Keeping my eye on you Kyle and Bwhite. Keep the dreams alive,POS,0.9835152626037598,@DNicestDyme LOL it was worth it hahaha it looks very pretty @michaelawarren you'll get there too one day MW   You're too talented not to! Keeping my eye on you Kyle and Bwhite. Keep the dreams alive@brian_armstrong What a pity YouTube is currently blocked in China.  I can't see the vids. 
859,p,0.9410404562950134,2044381451,@downwithdesign Very tempting indeed ,POS,0.9655102491378784,"@downwithdesign Very tempting indeed @McFly_Quebec Don't worry, we'll talking tonight  Wizz when you'll be back . xX",NEU,0.444720596075058,"@downwithdesign Very tempting indeed @McFly_Quebec Don't worry, we'll talking tonight  Wizz when you'll be back . xX@mamasvan lol - nope! but i did have complete #camerafail "
860,n,0.49761366844177246,2044381527,"@DogStarDaily Also, dogs don't respond b/c they're tired, sore, or just don't feel like it.  Sometimes it ain't a training issue at all.  ",POS,0.6055755615234375,"@DogStarDaily Also, dogs don't respond b/c they're tired, sore, or just don't feel like it.  Sometimes it ain't a training issue at all.  or several books with partial of Bella and Edwards perspective could be REALLY cool  Just like with Jacob in Breaking Dawn  ",NEG,0.5192103385925293,"@DogStarDaily Also, dogs don't respond b/c they're tired, sore, or just don't feel like it.  Sometimes it ain't a training issue at all.  or several books with partial of Bella and Edwards perspective could be REALLY cool  Just like with Jacob in Breaking Dawn  Waiting at the airport for my ride while I get harassed by 2 men trying to sell me ugly hats.. Why me?!  I just want to sleep.."
861,n,0.9521172642707825,2044381575,the flirting in the office is making me queezy..sick bucket pronto. and shes playin wid her hairrr...classic..wanna get a sly pic ,POS,0.9699175953865051,the flirting in the office is making me queezy..sick bucket pronto. and shes playin wid her hairrr...classic..wanna get a sly pic @TerryPettit glad to hear that you are still using the products even though you're @ perfect weight.  Me too!  &quot;healthy fast food&quot; baby! ,POS,0.980424702167511,the flirting in the office is making me queezy..sick bucket pronto. and shes playin wid her hairrr...classic..wanna get a sly pic @TerryPettit glad to hear that you are still using the products even though you're @ perfect weight.  Me too!  &quot;healthy fast food&quot; baby! wednesday my b-day! don't know what 2 do!! 
862,m,0.8993958830833435,2044381695,@WestEndActress lol ,POS,0.9402775168418884,@WestEndActress lol @summersgrace24 Thanks! ,POS,0.8777433633804321,@WestEndActress lol @summersgrace24 Thanks! @jodiesays you still smell 
863,p,0.7091493010520935,2044381735,"@McFly_Quebec Don't worry, we'll talking tonight  Wizz when you'll be back . xX",POS,0.9812104105949402,"@McFly_Quebec Don't worry, we'll talking tonight  Wizz when you'll be back . xX@slunicko Wow, awesome find. Now to play around with this ",NEG,0.8465331792831421,"@McFly_Quebec Don't worry, we'll talking tonight  Wizz when you'll be back . xX@slunicko Wow, awesome find. Now to play around with this couldn't get shit done today ~ i'm so screwed "
864,p,0.9891607165336609,2044381764,"#Video [David Bowie - Starman] Thank you very much @Pepperfire, happy weekend!  Ã¢â¢Â« http://blip.fm/~7oowe",POS,0.9928187727928162,"#Video [David Bowie - Starman] Thank you very much @Pepperfire, happy weekend!  Ã¢â¢Â« http://blip.fm/~7ooweSunny days, great skin, good hair days, makeup, healthy body and being on good terms with the people I love, makes me really happy ",POS,0.9928250312805176,"#Video [David Bowie - Starman] Thank you very much @Pepperfire, happy weekend!  Ã¢â¢Â« http://blip.fm/~7ooweSunny days, great skin, good hair days, makeup, healthy body and being on good terms with the people I love, makes me really happy Car show season has started without me "
865,p,0.7144293785095215,2044381800,"In sunny Sunderland for a wedding. Out tonight, England match tomorrow and wedding itself Sunday. Wedding in haunted house ",POS,0.981953501701355,"In sunny Sunderland for a wedding. Out tonight, England match tomorrow and wedding itself Sunday. Wedding in haunted house @ridley1013 I agree. The shapeshifting is a copout. I was so excited for Angela's ep, I thought it was this week.  Noah was awesome tho!",NEU,0.49638456106185913,"In sunny Sunderland for a wedding. Out tonight, England match tomorrow and wedding itself Sunday. Wedding in haunted house @ridley1013 I agree. The shapeshifting is a copout. I was so excited for Angela's ep, I thought it was this week.  Noah was awesome tho!My mind and body are severely protesting this &quot;getting up&quot;  thing. Had nightmares to boot "
866,m,0.9415997862815857,2044381811,Just registered as a Twitter ,POS,0.9825961589813232,Just registered as a Twitter is very happy because there are no tests anymore ,NEU,0.5297799706459045,Just registered as a Twitter is very happy because there are no tests anymore Is pissed off that there's no ASBA's for a radio station. 
867,m,0.665272057056427,2044381877,@pvponline the price you pay for all that computing power and productivity in one package.  i baby my macbook pro disproportionately too. ,POS,0.6577799320220947,@pvponline the price you pay for all that computing power and productivity in one package.  i baby my macbook pro disproportionately too. @Jeffree_Star Jeffree! How do you keep your hair one color? My PERMANENT dye fades within the week ,NEU,0.49342280626296997,@pvponline the price you pay for all that computing power and productivity in one package.  i baby my macbook pro disproportionately too. @Jeffree_Star Jeffree! How do you keep your hair one color? My PERMANENT dye fades within the week really don't feel like getting up today... but got to study to for tomorrows practical exam... 
868,p,0.8194296360015869,2044381879,Tooth Fairy 4got to leave $ 4 Carson. So Palmer said &quot;Mom U gotta open the window so the tooth fairy can get in for Carson&quot; he's so smart ,POS,0.9847258925437927,Tooth Fairy 4got to leave $ 4 Carson. So Palmer said &quot;Mom U gotta open the window so the tooth fairy can get in for Carson&quot; he's so smart @JohnChow thanks for the info...you rock! ,POS,0.8152128458023071,Tooth Fairy 4got to leave $ 4 Carson. So Palmer said &quot;Mom U gotta open the window so the tooth fairy can get in for Carson&quot; he's so smart @JohnChow thanks for the info...you rock! @Gailporter You're just getting carried away now! All this fluff has gone to your head! 
869,m,0.8527466058731079,2044381885,@mcraddictal Not cheerios. I did say I'm not having any till you do to make it fair..  And I mean that.. xxx,POS,0.9490395188331604,@mcraddictal Not cheerios. I did say I'm not having any till you do to make it fair..  And I mean that.. xxxI'm in love with this little blue bird ,POS,0.9880533814430237,@mcraddictal Not cheerios. I did say I'm not having any till you do to make it fair..  And I mean that.. xxxI'm in love with this little blue bird Agh...snow!!! 
870,m,0.6423042416572571,2044381898,@busynessgirl I'm not sure anyone would want to follow me if I did have a profile ,NEU,0.9171722531318665,@busynessgirl I'm not sure anyone would want to follow me if I did have a profile VOTE for my boss @hao_country for Mr. Twitter Philippines  http://bit.ly/iH0pv,NEG,0.9716044068336487,"@busynessgirl I'm not sure anyone would want to follow me if I did have a profile VOTE for my boss @hao_country for Mr. Twitter Philippines  http://bit.ly/iH0pvI have a sad feeling that Dallas is not going to show up  I gotta say though, you'd think more shows would use music from the game. mmm"
871,p,0.9923741221427917,2044381903,ddub is sooooo HOT!  And Joey of course...still the love of my life! ,POS,0.9897127151489258,"ddub is sooooo HOT!  And Joey of course...still the love of my life! @austinhill I wish I was!  Sold out   If you have some time let me know, I would love to hear more about what you are up to!",POS,0.3804652690887451,"ddub is sooooo HOT!  And Joey of course...still the love of my life! @austinhill I wish I was!  Sold out   If you have some time let me know, I would love to hear more about what you are up to!@KevChoice I just don't get it. What in a persons mind could even have them on some ish like this???  My prayers are with her fam for real"
872,m,0.897688090801239,2044381915,"is getting a shower, going to the doctors, picking up some groceries, then going to a concert! ",POS,0.936691403388977,"is getting a shower, going to the doctors, picking up some groceries, then going to a concert! @screamo_ranger Thank you thank you thank you ",NEG,0.8801468014717102,"is getting a shower, going to the doctors, picking up some groceries, then going to a concert! @screamo_ranger Thank you thank you thank you ..and of course... I have access to my Halo 3 Mythic Map Pack re-download.. but bad news.. not the Legendary Map Pack... ugh.. 600MS... "
873,p,0.6550865769386292,2044381926,#FF more and more ladies  @MissStonewall @BajerianQueen @Sweettrini0519 @PTrini @RedhOttChilli_P @TresesPieces,POS,0.9883018136024475,#FF more and more ladies  @MissStonewall @BajerianQueen @Sweettrini0519 @PTrini @RedhOttChilli_P @TresesPieces@theiBlog Your totally welcome! Ur a good read ,POS,0.8603495955467224,#FF more and more ladies  @MissStonewall @BajerianQueen @Sweettrini0519 @PTrini @RedhOttChilli_P @TresesPieces@theiBlog Your totally welcome! Ur a good read @hyperbets i hope this doesn't last too long.  i feel miserable!
874,n,0.9244449734687805,2044381933,"@haynes_dave my life is a hangover, dave.  ",NEU,0.5338595509529114,"@haynes_dave my life is a hangover, dave.  Morning  thank God its friday... Hope everyone has a &quot;GREAT&quot; day...",NEG,0.6929240226745605,"@haynes_dave my life is a hangover, dave.  Morning  thank God its friday... Hope everyone has a &quot;GREAT&quot; day...i hate to see the spartans so sad "
875,m,0.7506211400032043,2044381939,@Solacetech lol yeah all we'd need is someone who could sell and do the damn thing ,NEU,0.7053401470184326,@Solacetech lol yeah all we'd need is someone who could sell and do the damn thing Afternoon. It appears I'm back in the land of the living  yaaaaaay.,NEG,0.8270660638809204,@Solacetech lol yeah all we'd need is someone who could sell and do the damn thing Afternoon. It appears I'm back in the land of the living  yaaaaaay.Nasty budget due and my iphone is being sent to Apple today. 
876,p,0.9846518039703369,2044381944,thanks nora~good luck for ur paper tomorrow ,POS,0.9923543930053711,thanks nora~good luck for ur paper tomorrow Best friend randomly woke me up today! Partaayyy!!! ,POS,0.9926828742027283,thanks nora~good luck for ur paper tomorrow Best friend randomly woke me up today! Partaayyy!!! Thanks for bursting my bubble 
877,m,0.7841122150421143,2044381974,@SamMen share what ever they give u with me ,POS,0.8613680601119995,"@SamMen share what ever they give u with me @Timberwolf123 Hey, a girl can look ya know. I just appreciate, that's all. ",NEU,0.5311939716339111,"@SamMen share what ever they give u with me @Timberwolf123 Hey, a girl can look ya know. I just appreciate, that's all. I swear no matter how long I've been getting up at 5am, it never gets any easier. Man my eyes hurts wah "
878,p,0.9889518618583679,2044381987,"obsessed with celebrity gossip and excited for the big weekend with the gala, friends visiting and time on the beach ",POS,0.9916456341743469,"obsessed with celebrity gossip and excited for the big weekend with the gala, friends visiting and time on the beach Congrats to @axioslaw for coming out of hiding! It's about time! ",NEG,0.8938342928886414,"obsessed with celebrity gossip and excited for the big weekend with the gala, friends visiting and time on the beach Congrats to @axioslaw for coming out of hiding! It's about time! Aww, Sandra Cantu is found dead in a suitcase  Missing children stories never seem to go good. Poor family."
879,m,0.6805758476257324,2044382004,@sugarrae Wish you were speaking at my legal get together! ,POS,0.9250307679176331,"@sugarrae Wish you were speaking at my legal get together! @catmagellan @fjfonseca you're most welcome!  IÃ¢â¬â¢ve been away, but now IÃ¢â¬â¢m back in business!",NEG,0.95360267162323,"@sugarrae Wish you were speaking at my legal get together! @catmagellan @fjfonseca you're most welcome!  IÃ¢â¬â¢ve been away, but now IÃ¢â¬â¢m back in business!@mediocre_mum that's not a problem...that's a disaster "
880,m,0.7874082326889038,2044382134,@onlyaustin oh hayyyy! What have you been doing lately for &quot;work study&quot; since you don't have a job? Hahah ,POS,0.9072069525718689,@onlyaustin oh hayyyy! What have you been doing lately for &quot;work study&quot; since you don't have a job? Hahah @amber_benson  my hubby (for some reason) thinks it's more important he has a good spot for red carpet for the Trek Movie Premiere. Sod!,NEG,0.7312672734260559,@onlyaustin oh hayyyy! What have you been doing lately for &quot;work study&quot; since you don't have a job? Hahah @amber_benson  my hubby (for some reason) thinks it's more important he has a good spot for red carpet for the Trek Movie Premiere. Sod!omg. my mouth is in so much pain  i just wanna sleep untill its time to take my braces off.
881,p,0.9855673313140869,2044382136,Whew ... my eyebrows look much better thanks to tina at professionail ,POS,0.9922077059745789,Whew ... my eyebrows look much better thanks to tina at professionail getting my butt kicked on this beautiful friday and then going SHOPPING.. need some new MAC makeup. What a glorious day so far  ,POS,0.9549395442008972,"Whew ... my eyebrows look much better thanks to tina at professionail getting my butt kicked on this beautiful friday and then going SHOPPING.. need some new MAC makeup. What a glorious day so far  Today I realized I am too good at hiding things, even I can't find it "
882,p,0.977754533290863,2044382216,More fun New Mexico things to do ,POS,0.9876552224159241,More fun New Mexico things to do Afternoon. It appears I'm back in the land of the living  yaaaaaay.,NEG,0.9330323338508606,"More fun New Mexico things to do Afternoon. It appears I'm back in the land of the living  yaaaaaay.@robcthegeek Once upon a time Hundred Islands was the pride of Philippine tourism, but coral/clam/rare fish poaching did it in. Kinda sad "
883,m,0.9504725933074951,2044382226,About to record a song called The Climb. ,POS,0.9906941056251526,About to record a song called The Climb. @ladyjai87 @JammieAdams happy birthday!! Hope u have a blessed one  ~Thank you lil momma its already blessed He woke me up this morning ~,POS,0.9899471402168274,About to record a song called The Climb. @ladyjai87 @JammieAdams happy birthday!! Hope u have a blessed one  ~Thank you lil momma its already blessed He woke me up this morning ~Hanging in Crooners. Wanna sing. Can't. Sucks. 
884,m,0.9809793829917908,2044382254,@DisBeatIzSik what gym you go to? ,POS,0.9903270602226257,@DisBeatIzSik what gym you go to? @asafrommaui Awesome! Happy Aloha Friday to you! ,POS,0.9784151911735535,"@DisBeatIzSik what gym you go to? @asafrommaui Awesome! Happy Aloha Friday to you! @pvaras That's why we get along, we both have a very warped sense of humor and self.  "
